,label,win,points,aces,dealer card,round,game number
20349,1,False,17,0,4,0,17043
20356,0,False,18,0,9,0,17050
20372,0,False,15,1,9,0,17063
20373,0,False,19,1,9,1,17063
20374,0,False,20,0,2,0,17065
20377,0,False,16,0,8,0,17071
20382,0,False,16,0,3,0,17076
20383,0,False,9,0,10,0,17077
20384,1,False,12,0,10,1,17077
20386,1,False,16,1,9,0,17079
20390,1,False,13,0,10,0,17082
20391,1,False,11,0,5,0,17083
20392,1,False,19,1,10,0,17084
20395,1,False,17,0,8,0,17086
20396,0,False,20,0,10,0,17087
20401,1,False,15,0,6,0,17092
20403,1,False,11,0,11,0,17094
20405,0,False,15,0,5,0,17096
20407,1,False,14,0,7,0,17098
20410,1,False,17,0,10,0,17102
20412,0,False,16,0,11,0,17104
20413,1,False,15,0,10,0,17105
20414,1,False,12,0,7,0,17106
20415,1,False,12,0,10,0,17107
20419,1,False,11,0,9,0,17111
20425,0,False,8,0,3,0,17115
20426,1,False,12,0,3,1,17115
20428,0,False,7,0,10,0,17117
20429,1,False,17,0,10,1,17117
20437,1,False,15,0,9,0,17126
20448,1,False,14,0,10,0,17135
20452,1,False,15,0,10,0,17139
20461,1,False,13,0,3,0,17144
20462,0,False,10,0,8,0,17145
20463,1,False,12,0,8,1,17145
20466,0,False,8,0,7,0,17147
20467,1,False,16,0,7,1,17147
20468,0,False,18,0,8,0,17149
20470,1,False,15,0,7,0,17151
20474,0,False,16,0,7,0,17154
20475,1,False,13,0,5,0,17155
20477,0,False,20,0,9,0,17157
20486,0,False,7,0,3,0,17164
20487,0,False,18,1,3,1,17164
20488,0,False,14,1,3,2,17164
20493,1,False,14,0,6,0,17167
20499,1,False,17,0,8,0,17172
20503,1,False,15,0,3,0,17175
20509,1,False,13,1,7,0,17181
20520,1,False,16,0,11,0,17191
20527,0,False,10,0,10,0,17200
20528,0,False,19,0,10,1,17200
20534,1,False,14,0,10,0,17207
20537,1,False,19,0,11,0,17210
20539,0,False,14,0,5,0,17212
20540,1,False,15,1,5,1,17212
20548,0,False,10,0,9,0,17219
20549,0,False,20,0,9,1,17219
20559,1,False,18,1,10,0,17226
20574,1,False,12,0,3,0,17237
20581,1,False,17,0,11,0,17242
20588,0,False,9,0,3,0,17248
20589,0,False,19,0,3,1,17248
20602,1,False,15,0,3,0,17261
20618,1,False,11,0,10,0,17273
20621,1,False,14,0,10,0,17277
20625,1,False,12,0,10,0,17284
20631,1,False,13,1,10,0,17290
20635,1,False,14,1,4,0,17295
20644,1,False,16,0,9,0,17302
20652,1,False,13,0,8,0,17311
20661,1,False,12,0,4,0,17319
20663,1,False,20,0,10,0,17321
20664,0,False,19,0,10,0,17322
20665,1,False,14,0,2,0,17323
20669,0,False,13,0,9,0,17329
20670,0,False,20,0,5,0,17330
20675,1,False,12,0,7,0,17332
20677,0,False,5,0,4,0,17334
20678,0,False,11,0,4,1,17334
20679,0,False,19,0,4,2,17334
20685,1,False,14,0,2,0,17339
20687,1,False,18,0,7,0,17342
20690,0,False,14,0,9,0,17344
20691,1,False,16,0,9,1,17344
20698,1,False,14,0,3,0,17356
20701,0,False,15,0,9,0,17358
20702,1,False,17,0,9,1,17358
20705,1,False,17,0,10,0,17361
20713,1,False,13,0,7,0,17367
20722,1,False,11,0,5,0,17373
20725,1,False,16,0,10,0,17376
20728,1,False,17,0,3,0,17379
20731,1,False,12,0,4,0,17381
20732,1,False,20,0,10,0,17382
20735,0,False,14,0,11,0,17385
20736,0,False,19,0,11,1,17385
20738,0,False,12,0,10,0,17387
20739,1,False,18,0,10,1,17387
20740,1,False,16,0,9,0,17388
20747,0,False,12,0,8,0,17394
20748,1,False,15,0,10,0,17395
20749,0,False,20,0,9,0,17396
20754,0,False,12,0,9,0,17401
20760,0,False,10,0,10,0,17406
20761,1,False,20,0,10,1,17406
20765,0,False,9,0,7,0,17410
20766,1,False,19,0,7,1,17410
20769,1,False,15,0,8,0,17413
20774,0,False,20,0,11,0,17417
20778,1,False,11,0,10,0,17420
20781,1,False,12,0,6,0,17422
20782,0,False,16,0,2,0,17423
20790,1,False,12,0,2,0,17432
20791,1,False,17,0,10,0,17433
20798,1,False,12,0,6,0,17439
20800,1,False,16,0,10,0,17441
20801,1,False,15,0,7,0,17442
20806,0,False,18,0,11,0,17447
20810,1,False,12,0,3,0,17451
20824,1,False,20,0,7,0,17466
20831,1,False,12,0,11,0,17472
20834,1,False,17,0,11,0,17474
20846,1,False,15,0,11,0,17483
20851,1,False,16,0,9,0,17487
20857,0,False,17,0,5,0,17491
20874,1,False,15,0,10,0,17506
20879,0,False,18,1,8,0,17511
20880,1,False,18,1,8,1,17511
20883,1,False,15,0,6,0,17514
20885,1,False,15,0,2,0,17516
20886,1,False,15,0,10,0,17517
20907,1,False,19,0,10,0,17537
20916,0,False,13,1,5,0,17545
20917,1,False,18,1,5,1,17545
20918,1,False,19,1,9,0,17546
20921,0,False,5,0,8,0,17550
20922,1,False,15,0,8,1,17550
20934,0,False,14,0,4,0,17559
20949,0,False,7,0,10,0,17571
20950,1,False,16,0,10,1,17571
20958,1,False,14,0,10,0,17580
20960,0,False,19,0,10,0,17582
20967,0,False,11,0,10,0,17588
20968,1,False,20,0,10,1,17588
20971,0,False,16,0,9,0,17591
20975,1,False,15,0,8,0,17595
20980,0,False,19,0,10,0,17599
20986,0,False,8,0,6,0,17605
20987,0,False,13,0,6,1,17605
20993,1,False,15,0,4,0,17609
20994,1,False,16,0,10,0,17611
21001,1,False,15,0,7,0,17617
21009,1,False,12,0,2,0,17625
21026,0,False,16,0,6,0,17636
21027,0,False,7,0,9,0,17637
21028,1,False,11,0,9,1,17637
21031,1,False,17,1,6,0,17640
21034,1,False,15,0,3,0,17642
21036,1,False,12,0,3,0,17644
21037,1,False,12,0,4,0,17645
21039,1,False,15,1,6,0,17647
21041,1,False,19,0,11,0,17649
21044,1,False,15,0,10,0,17653
21047,1,False,17,0,2,0,17655
21055,0,False,9,0,11,0,17661
21056,1,False,11,0,11,1,17661
21060,1,False,15,1,10,0,17665
21062,0,False,16,0,5,0,17668
21063,0,False,19,0,5,1,17668
21066,1,False,14,0,6,0,17671
21069,1,False,12,0,3,0,17673
21073,1,False,16,0,6,0,17676
21082,0,False,16,1,7,0,17684
21083,0,False,14,1,7,1,17684
21093,1,False,12,0,10,0,17694
21094,0,False,10,0,3,0,17695
21095,1,False,17,0,3,1,17695
21098,0,False,20,0,2,0,17699
21101,1,False,16,0,8,0,17702
21103,1,False,15,0,11,0,17706
21104,1,False,13,0,10,0,17707
21105,1,False,16,0,10,0,17708
21112,0,False,7,0,4,0,17714
21113,1,False,17,0,4,1,17714
21125,0,False,19,1,6,0,17724
21126,0,False,12,1,6,1,17724
21127,1,False,17,0,10,0,17725
21137,1,False,13,0,2,0,17733
21144,1,False,13,1,4,0,17739
21150,1,False,20,0,5,0,17743
21154,0,False,19,0,10,0,17747
21155,0,False,17,0,10,0,17748
21161,1,False,13,0,11,0,17753
21164,0,False,8,0,3,0,17756
21165,1,False,12,0,3,1,17756
21166,1,False,13,0,2,0,17757
21170,0,False,6,0,3,0,17762
21171,1,False,16,0,3,1,17762
21176,1,False,12,0,10,0,17768
21177,1,False,11,0,10,0,17769
21182,0,False,10,0,10,0,17773
21183,1,False,14,0,10,1,17773
21195,0,False,9,0,4,0,17781
21196,0,False,14,0,4,1,17781
21197,0,False,15,1,4,2,17781
21198,1,False,17,1,4,3,17781
21200,0,False,14,0,7,0,17783
21201,1,False,17,0,7,1,17783
21212,1,False,12,0,10,0,17792
21216,1,False,11,0,6,0,17796
21227,0,False,9,0,3,0,17804
21228,1,False,17,0,3,1,17804
21230,1,False,12,0,2,0,17806
21233,1,False,12,0,2,0,17809
21240,0,False,9,0,4,0,17816
21241,0,False,16,0,4,1,17816
21247,1,False,16,0,6,0,17820
21253,0,False,9,0,5,0,17825
21254,0,False,13,0,5,1,17825
21255,1,False,15,0,10,0,17826
21264,0,False,18,0,11,0,17835
21272,1,False,15,0,2,0,17841
21273,1,False,12,0,10,0,17842
21284,1,False,17,0,9,0,17853
21290,1,False,19,0,6,0,17858
21291,1,False,12,0,2,0,17859
21293,0,False,13,0,6,0,17861
21300,1,False,13,0,10,0,17868
21305,1,False,11,0,3,0,17872
21312,1,False,13,0,8,0,17877
21322,1,False,12,0,11,0,17886
21333,0,False,9,0,10,0,17895
21334,1,False,13,0,10,1,17895
21335,0,False,10,0,6,0,17896
21336,1,False,15,0,6,1,17896
21341,0,False,7,0,5,0,17900
21342,1,False,15,0,5,1,17900
21345,0,False,7,0,10,0,17902
21346,0,False,10,0,10,1,17902
21347,1,False,15,0,10,2,17902
21351,0,False,7,0,4,0,17904
21352,0,False,14,0,4,1,17904
21353,1,False,19,0,4,2,17904
21359,1,False,19,0,2,0,17907
21362,1,False,18,0,11,0,17910
21363,1,False,14,0,2,0,17911
21365,1,False,13,0,7,0,17913
21367,0,False,13,0,10,0,17915
21368,0,False,18,0,10,1,17915
21369,1,False,19,1,10,2,17915
21377,1,False,12,0,10,0,17923
21378,0,False,13,0,2,0,17924
21379,0,False,19,0,2,1,17924
21384,1,False,11,0,10,0,17929
21386,0,False,9,0,8,0,17932
21387,1,False,16,0,8,1,17932
21392,0,False,18,0,8,0,17936
21396,0,False,6,0,3,0,17939
21397,1,False,14,0,3,1,17939
21398,1,False,16,0,2,0,17940
21399,1,False,19,0,4,0,17941
21401,0,False,17,0,10,0,17943
21404,0,False,15,1,3,0,17946
21405,1,False,15,1,3,1,17946
21413,1,False,12,0,10,0,17952
21414,0,False,10,0,11,0,17953
21415,0,False,20,0,11,1,17953
21426,1,False,17,1,2,0,17963
21435,0,False,15,0,10,0,17971
21439,1,False,20,0,10,0,17974
21451,0,False,9,0,10,0,17985
21452,0,False,12,0,10,1,17985
21453,0,False,17,0,10,2,17985
21458,1,False,15,0,8,0,17989
21468,0,False,7,0,7,0,17996
21469,0,False,17,0,7,1,17996
21472,0,False,17,0,10,0,17998
21473,0,False,20,0,10,1,17998
21474,1,False,12,0,6,0,17999
21485,1,False,16,0,8,0,18010
21497,0,False,12,0,11,0,18017
21498,0,False,19,0,11,1,18017
21503,1,False,14,0,10,0,18020
21511,1,False,14,0,5,0,18027
21519,1,False,16,0,7,0,18034
21520,1,False,12,0,5,0,18035
21523,1,False,12,0,10,0,18037
21530,1,False,17,0,4,0,18044
21535,0,False,20,0,10,0,18049
21544,0,False,12,0,10,0,18056
21545,1,False,16,0,11,0,18057
21546,0,False,20,0,2,0,18058
21551,1,False,18,0,10,0,18062
21562,0,False,20,0,2,0,18073
21564,0,False,14,0,6,0,18075
21565,1,False,15,1,6,1,18075
21567,0,False,13,1,8,0,18077
21568,1,False,13,1,8,1,18077
21571,0,False,8,0,8,0,18080
21572,0,False,11,0,8,1,18080
21573,1,False,14,0,8,2,18080
21578,0,False,12,0,5,0,18083
21579,1,False,13,0,10,0,18084
21580,1,False,14,0,10,0,18085
21581,0,False,12,0,7,0,18086
21585,1,False,15,0,6,0,18089
21596,1,False,17,0,7,0,18096
21599,0,False,10,0,8,0,18098
21600,1,False,15,0,8,1,18098
21601,1,False,16,0,10,0,18099
21603,1,False,16,1,5,0,18102
21608,1,False,20,0,10,0,18106
21613,0,False,9,0,4,0,18110
21614,1,False,13,0,4,1,18110
21617,1,False,16,0,10,0,18117
21621,0,False,15,0,3,0,18121
21622,0,False,9,0,10,0,18122
21623,1,False,19,0,10,1,18122
21629,1,False,12,0,10,0,18126
21640,1,False,15,0,10,0,18138
21642,0,False,14,0,3,0,18140
21643,0,False,19,0,3,1,18140
21653,1,False,20,0,10,0,18149
21656,0,False,20,0,6,0,18153
21660,1,False,13,0,4,0,18157
21661,0,False,13,0,3,0,18158
21662,0,False,16,0,3,1,18158
21664,1,False,15,0,10,0,18160
21665,1,False,12,0,10,0,18161
21666,0,False,12,0,6,0,18162
21667,1,False,15,0,6,1,18162
21672,1,False,14,0,9,0,18168
21673,0,False,12,0,2,0,18170
21686,1,False,18,0,10,0,18178
21691,0,False,13,0,5,0,18182
21692,1,False,15,0,5,1,18182
21696,0,False,20,0,7,0,18185
21702,1,False,13,0,6,0,18193
21703,0,False,14,0,11,0,18195
21707,0,False,13,0,6,0,18198
21713,1,False,17,0,6,0,18202
21714,0,False,20,0,2,0,18203
21725,1,False,16,0,3,0,18212
21728,0,False,13,0,9,0,18215
21729,1,False,15,0,9,1,18215
21730,0,False,20,0,10,0,18216
21734,1,False,14,1,7,0,18220
21744,1,False,13,0,8,0,18229
21745,1,False,12,0,3,0,18230
21753,1,False,18,0,6,0,18237
21760,1,False,13,0,8,0,18246
21762,0,False,10,0,9,0,18248
21763,1,False,12,0,9,1,18248
21767,0,False,9,0,11,0,18251
21768,0,False,19,0,11,1,18251
21769,0,False,20,0,10,0,18252
21770,0,False,5,0,2,0,18253
21771,1,False,15,0,2,1,18253
21780,0,False,10,0,10,0,18260
21781,1,False,17,0,10,1,18260
21784,0,False,14,0,8,0,18264
21794,1,False,15,0,11,0,18272
21795,0,False,6,0,9,0,18273
21796,1,False,11,0,9,1,18273
21801,1,False,11,0,7,0,18278
21809,1,False,16,0,10,0,18284
21810,1,False,17,0,3,0,18285
21818,1,False,16,0,10,0,18289
21819,0,False,16,0,10,0,18290
21820,0,False,19,0,10,1,18290
21825,1,False,12,0,10,0,18296
21827,0,False,7,0,3,0,18298
21828,1,False,15,0,3,1,18298
21848,0,False,12,0,11,0,18317
21849,0,False,19,0,11,1,18317
21852,1,False,12,0,7,0,18319
21854,0,False,9,0,4,0,18321
21855,0,False,19,0,4,1,18321
21860,0,False,12,0,5,0,18325
21863,1,False,15,0,4,0,18329
21865,1,False,15,0,9,0,18331
21871,0,False,7,0,10,0,18335
21872,0,False,18,1,10,1,18335
21873,1,False,18,1,10,2,18335
21875,0,False,10,0,9,0,18337
21876,1,False,12,0,9,1,18337
21877,0,False,20,0,7,0,18338
21881,0,False,10,0,6,0,18342
21882,0,False,20,0,6,1,18342
21884,0,False,14,0,9,0,18345
21885,0,False,12,0,7,0,18346
21886,1,False,13,0,4,0,18348
21887,1,False,13,0,4,0,18349
21902,1,False,17,1,4,0,18361
21903,1,False,14,0,6,0,18362
21909,0,False,15,0,5,0,18367
21910,1,False,17,0,5,1,18367
21911,1,False,17,0,10,0,18368
21912,1,False,17,0,11,0,18369
21917,0,False,19,0,10,0,18374
21918,0,False,13,0,9,0,18375
21919,1,False,15,0,9,1,18375
21924,1,False,15,1,6,0,18380
21925,1,False,11,0,3,0,18381
21928,1,False,14,0,10,0,18384
21929,1,False,13,0,8,0,18385
21947,1,False,18,0,5,0,18397
21948,0,False,9,0,8,0,18398
21949,0,False,16,0,8,1,18398
21950,0,False,20,0,3,0,18399
21957,1,False,20,0,10,0,18405
21976,1,False,18,0,10,0,18419
21982,1,False,18,0,2,0,18424
22000,1,False,11,0,11,0,18439
22005,0,False,19,1,10,0,18441
22006,1,False,20,2,10,1,18441
22009,0,False,16,0,4,0,18445
22010,1,False,20,0,4,1,18445
22012,0,False,14,0,3,0,18448
22015,1,False,12,0,8,0,18452
22020,1,False,17,0,10,0,18457
22021,1,False,11,0,10,0,18459
22022,0,False,8,0,8,0,18460
22023,1,False,11,0,8,1,18460
22025,0,False,14,0,6,0,18462
22026,1,False,19,0,6,1,18462
22033,0,False,19,1,5,0,18470
22034,1,False,18,1,5,1,18470
22038,0,False,14,0,3,0,18473
22041,1,False,15,0,5,0,18475
22045,0,False,6,0,10,0,18477
22046,1,False,16,0,10,1,18477
22058,1,False,19,1,6,0,18487
22059,0,False,10,0,3,0,18488
22060,0,False,20,0,3,1,18488
22061,1,False,12,0,4,0,18489
22068,0,False,19,0,10,0,18494
22085,0,False,16,1,2,0,18507
22086,0,False,19,1,2,1,18507
22087,1,False,18,1,2,2,18507
22089,1,False,17,1,8,0,18509
22106,0,False,20,0,9,0,18525
22108,0,False,14,0,10,0,18527
22109,0,False,17,0,3,0,18528
22115,1,False,11,0,10,0,18533
22119,0,False,13,1,7,0,18537
22120,1,False,13,1,7,1,18537
22122,1,False,11,0,10,0,18539
22123,1,False,11,0,10,0,18540
22132,1,False,14,0,6,0,18548
22134,0,False,20,0,4,0,18550
22142,1,False,13,0,4,0,18556
22145,0,False,8,0,4,0,18559
22146,1,False,12,0,4,1,18559
22159,0,False,12,0,10,0,18570
22160,0,False,14,0,10,1,18570
22162,0,False,10,0,11,0,18572
22163,0,False,20,0,11,1,18572
22164,1,False,11,0,4,0,18573
22180,0,False,17,0,5,0,18585
22185,1,False,13,0,10,0,18589
22188,1,False,15,0,9,0,18592
22193,1,False,15,0,10,0,18596
22199,0,False,7,0,10,0,18602
22200,0,False,14,0,10,1,18602
22201,1,False,17,0,10,0,18603
22207,0,False,13,0,7,0,18607
22210,0,False,7,0,10,0,18610
22211,1,False,15,0,10,1,18610
22212,1,False,16,1,3,0,18611
22215,1,False,12,0,10,0,18615
22220,0,False,20,0,11,0,18619
22224,1,False,15,0,5,0,18622
22225,1,False,14,0,5,0,18623
22232,0,False,19,0,3,0,18628
22262,1,False,19,0,4,0,18650
22263,0,False,7,0,8,0,18651
22264,0,False,17,0,8,1,18651
22269,1,False,14,0,6,0,18655
22295,0,False,19,0,6,0,18681
22305,1,False,17,0,10,0,18691
22308,1,False,14,0,7,0,18695
22309,1,False,18,0,10,0,18696
22323,1,False,15,0,4,0,18711
22324,1,False,14,0,5,0,18713
22327,1,False,11,0,2,0,18716
22328,1,False,15,0,10,0,18717
22336,1,False,16,1,10,0,18723
22339,1,False,14,0,10,0,18727
22346,1,False,14,0,7,0,18733
22349,0,False,20,0,10,0,18736
22352,0,False,6,0,10,0,18739
22353,1,False,16,0,10,1,18739
22354,1,False,14,0,8,0,18741
22360,0,False,12,0,10,0,18747
22361,0,False,19,0,10,1,18747
22362,0,False,13,0,6,0,18748
22363,1,False,18,0,6,1,18748
22367,0,False,18,0,10,0,18752
22368,1,False,15,0,7,0,18753
22371,1,False,17,0,2,0,18755
22379,1,False,11,0,10,0,18760
22386,0,False,20,0,9,0,18765
22398,0,False,7,0,3,0,18774
22399,1,False,13,0,3,1,18774
22400,1,False,20,0,10,0,18775
22401,1,False,13,0,8,0,18776
22404,0,False,15,0,10,0,18779
22405,1,False,14,0,10,0,18780
22408,0,False,6,0,10,0,18782
22409,0,False,16,0,10,1,18782
22410,1,False,17,1,10,2,18782
22412,0,False,17,1,8,0,18784
22413,1,False,13,1,8,1,18784
22415,0,False,13,0,8,0,18786
22416,0,False,20,0,8,1,18786
22417,0,False,14,0,10,0,18787
22418,1,False,19,0,10,1,18787
22424,1,False,11,0,10,0,18791
22426,0,False,19,1,7,0,18793
22427,0,False,13,1,7,1,18793
22431,0,False,6,0,5,0,18798
22432,1,False,17,1,5,1,18798
22435,1,False,14,1,10,0,18800
22436,1,False,19,1,9,0,18801
22437,1,False,18,0,7,0,18802
22439,0,False,20,0,9,0,18804
22440,0,False,17,0,8,0,18805
22441,1,False,18,0,4,0,18806
22445,0,False,20,1,5,0,18810
22446,0,False,13,1,5,1,18810
22447,1,False,12,0,10,0,18811
22453,0,False,5,0,2,0,18818
22454,0,False,8,0,2,1,18818
22455,0,False,12,0,2,2,18818
22456,1,False,19,0,2,3,18818
22459,1,False,15,0,9,0,18821
22465,0,False,19,0,2,0,18826
22470,0,False,18,0,2,0,18831
22480,0,False,18,0,10,0,18839
22484,1,False,11,0,6,0,18842
22493,1,False,17,0,10,0,18850
22497,0,False,15,0,2,0,18853
22505,1,False,13,0,10,0,18858
22506,1,False,12,0,5,0,18859
22516,0,False,13,0,9,0,18868
22517,0,False,17,0,9,1,18868
22525,1,False,13,0,6,0,18874
22533,1,False,15,1,10,0,18883
22540,0,False,20,0,10,0,18889
22544,0,False,5,0,11,0,18893
22545,1,False,15,0,11,1,18893
22549,0,False,14,0,7,0,18897
22550,0,False,8,0,3,0,18898
22551,0,False,18,0,3,1,18898
22561,1,False,14,1,10,0,18907
22566,0,False,18,0,3,0,18911
22568,1,False,18,0,8,0,18913
22574,0,False,7,0,10,0,18919
22575,0,False,9,0,10,1,18919
22576,1,False,15,0,10,2,18919
22581,1,False,17,0,10,0,18924
22582,1,False,18,0,10,0,18925
22586,1,False,17,0,10,0,18928
22594,0,False,10,0,8,0,18934
22595,1,False,16,0,8,1,18934
22599,1,False,16,0,10,0,18937
22600,0,False,8,0,3,0,18938
22601,1,False,18,0,3,1,18938
22602,1,False,16,0,6,0,18939
22603,0,False,19,0,10,0,18940
22607,1,False,12,0,10,0,18943
22609,1,False,17,0,5,0,18945
22615,1,False,15,0,9,0,18950
22619,0,False,13,0,11,0,18954
22620,1,False,16,0,11,1,18954
22621,1,False,15,0,4,0,18957
22622,1,False,14,0,6,0,18958
22638,1,False,16,0,3,0,18970
22643,1,False,14,0,10,0,18974
22645,0,False,12,0,6,0,18976
22646,0,False,14,0,5,0,18977
22655,1,False,14,1,5,0,18985
22656,1,False,12,0,7,0,18986
22663,0,False,6,0,7,0,18991
22664,1,False,12,0,7,1,18991
22666,1,False,16,0,4,0,18993
22667,0,False,20,0,10,0,18994
22673,1,False,12,0,10,0,18998
22674,1,False,12,0,4,0,18999
22679,0,False,10,0,10,0,19004
22680,0,False,15,0,10,1,19004
22684,1,False,13,0,10,0,19008
22693,1,False,12,0,10,0,19016
22712,0,False,6,0,8,0,19030
22713,0,False,11,0,8,1,19030
22714,1,False,17,0,8,2,19030
22716,1,False,13,0,9,0,19032
22717,1,False,20,0,10,0,19033
22721,1,False,12,2,6,0,19037
22723,1,False,12,0,7,0,19039
22729,1,False,15,1,4,0,19045
22738,1,False,15,0,2,0,19050
22740,1,False,12,0,10,0,19052
22742,1,False,14,0,9,0,19054
22746,0,False,19,0,5,0,19058
22747,0,False,13,0,8,0,19059
22748,0,False,5,0,5,0,19060
22749,1,False,12,0,5,1,19060
22756,0,False,6,0,10,0,19066
22757,0,False,8,0,10,1,19066
22758,0,False,18,0,10,2,19066
22759,0,False,19,1,10,3,19066
22765,0,False,16,0,10,0,19071
22766,1,False,18,0,10,1,19071
22782,1,False,16,0,10,0,19081
22785,0,False,8,0,7,0,19084
22786,0,False,19,1,7,1,19084
22787,0,False,15,1,7,2,19084
22788,1,False,14,0,10,0,19085
22789,1,False,12,0,6,0,19086
22808,0,False,19,0,5,0,19103
22813,1,False,19,0,9,0,19107
22814,1,False,17,0,6,0,19109
22829,0,False,15,1,10,0,19122
22830,1,False,14,1,10,1,19122
22833,0,False,8,0,3,0,19124
22834,0,False,12,0,3,1,19124
22835,1,False,11,0,8,0,19126
22840,0,False,16,0,10,0,19131
22842,1,False,17,0,11,0,19133
22843,0,False,5,0,10,0,19134
22844,0,False,15,0,10,1,19134
22847,1,False,14,0,5,0,19137
22848,1,False,16,1,4,0,19138
22856,1,False,16,0,11,0,19145
22858,1,False,15,0,6,0,19148
22860,0,False,5,0,7,0,19151
22861,1,False,15,0,7,1,19151
22866,1,False,12,0,6,0,19156
22868,0,False,7,0,5,0,19159
22869,1,False,14,0,5,1,19159
22879,1,False,12,0,9,0,19165
22882,1,False,20,0,11,0,19168
22883,1,False,15,1,7,0,19169
22893,0,False,10,0,10,0,19177
22894,1,False,20,0,10,1,19177
22906,1,False,16,0,10,0,19185
22929,1,False,16,0,8,0,19202
22933,1,False,20,0,2,0,19205
22934,0,False,20,0,9,0,19206
22936,1,False,13,0,6,0,19208
22956,1,False,20,0,9,0,19221
22957,0,False,12,0,9,0,19222
22960,1,False,13,1,7,0,19226
22964,0,False,13,0,10,0,19230
22965,1,False,16,0,7,0,19231
22967,1,False,15,0,5,0,19233
22968,0,False,11,0,9,0,19234
22969,0,False,16,0,9,1,19234
22973,1,False,16,0,10,0,19238
22978,1,False,18,0,3,0,19242
22980,0,False,16,0,10,0,19244
22981,1,False,17,1,10,1,19244
22997,0,False,12,0,8,0,19256
22998,0,False,15,0,10,0,19257
23001,1,False,20,0,10,0,19260
23003,1,False,16,0,10,0,19262
23005,1,False,19,1,10,0,19264
23009,1,False,13,0,8,0,19270
23010,1,False,12,0,4,0,19271
23012,1,False,16,1,2,0,19273
23018,0,False,6,0,10,0,19278
23019,0,False,16,0,10,1,19278
23022,1,False,13,1,9,0,19281
23027,1,False,16,0,7,0,19285
23028,0,False,12,0,3,0,19286
23029,1,False,19,0,3,1,19286
23031,0,False,8,0,6,0,19288
23032,0,False,18,0,6,1,19288
23045,1,False,20,0,4,0,19296
23047,1,False,14,0,10,0,19298
23051,1,False,14,0,5,0,19302
23057,0,False,20,0,6,0,19307
23059,1,False,12,0,5,0,19309
23064,0,False,13,0,7,0,19313
23065,1,False,17,0,7,1,19313
23075,1,False,13,0,10,0,19322
23088,0,False,16,0,8,0,19331
23089,0,False,20,0,8,1,19331
23093,0,False,10,0,11,0,19335
23094,1,False,12,0,11,1,19335
23095,1,False,13,0,10,0,19336
23096,1,False,20,0,3,0,19337
23098,1,False,15,0,7,0,19339
23099,1,False,12,0,4,0,19340
23100,1,False,13,0,8,0,19341
23114,1,False,12,0,9,0,19353
23115,1,False,11,0,3,0,19354
23118,0,False,6,0,8,0,19357
23119,1,False,16,0,8,1,19357
23122,0,False,9,0,4,0,19360
23123,1,False,15,0,4,1,19360
23129,0,False,14,1,2,0,19367
23130,1,False,13,1,2,1,19367
23131,1,False,12,0,10,0,19368
23137,1,False,15,0,2,0,19375
23138,1,False,19,0,10,0,19376
23139,0,False,13,0,5,0,19377
23140,1,False,18,0,6,0,19378
23141,1,False,12,0,4,0,19379
23146,1,False,16,0,2,0,19383
23148,0,False,10,0,4,0,19385
23149,1,False,12,0,4,1,19385
23152,1,False,15,0,5,0,19388
23159,1,False,14,0,10,0,19394
23162,1,False,14,1,10,0,19397
23166,1,False,12,0,10,0,19401
23173,0,False,8,0,2,0,19408
23174,1,False,12,0,2,1,19408
23175,0,False,9,0,7,0,19409
23176,0,False,11,0,7,1,19409
23177,1,False,18,0,7,2,19409
23178,0,False,7,0,2,0,19410
23179,1,False,17,0,2,1,19410
23186,0,False,13,0,5,0,19416
23187,1,False,14,1,5,1,19416
23189,0,False,17,0,5,0,19420
23190,0,False,20,0,5,1,19420
23191,0,False,11,0,10,0,19421
23192,0,False,20,0,10,1,19421
23193,0,False,15,1,3,0,19422
23194,1,False,14,1,3,1,19422
23197,0,False,5,0,10,0,19425
23198,0,False,10,0,10,1,19425
23199,1,False,15,0,10,2,19425
23201,0,False,18,0,7,0,19427
23208,0,False,18,0,2,0,19433
23209,1,False,14,0,10,0,19434
23210,0,False,18,0,4,0,19435
23218,1,False,14,0,4,0,19442
23219,1,False,16,0,10,0,19443
23235,0,False,10,0,10,0,19456
23236,1,False,13,0,10,1,19456
23245,1,False,13,0,3,0,19465
23248,0,False,19,0,10,0,19469
23249,0,False,9,0,9,0,19470
23250,1,False,17,0,9,1,19470
23258,0,False,15,0,8,0,19475
23259,1,False,18,0,8,1,19475
23270,0,False,10,0,8,0,19483
23271,1,False,15,0,8,1,19483
23273,0,False,12,0,10,0,19485
23274,1,False,14,0,10,1,19485
23282,1,False,14,0,6,0,19493
23289,0,False,9,0,8,0,19500
23290,0,False,19,0,8,1,19500
23294,0,False,6,0,3,0,19504
23295,1,False,11,0,3,1,19504
23297,0,False,14,0,6,0,19508
23301,1,False,11,0,8,0,19511
23305,1,False,12,0,10,0,19514
